167,1,1154
168,1,1161
169,1,1154
170,1,1154
171,1,1151
172,1,1154
173,1,1158
174,1,1151
175,1,1154
176,1,1153
177,1,1151
178,1,1162
179,1,1154
180,1,1169
181,1,1153
182,1,1153
183,1,1155
184,1,1183
185,1,1158
186,1,1154
187,1,1158
188,1,1151
189,1,1166
190,1,1154
191,1,1170
192,1,1154
193,1,1155
194,1,1157
195,1,1167
196,0,151
197,0,163
198,1,1154
199,1,1159
200,1,1153
201,1,1153
202,1,1151
203,1,1151
204,1,1161
205,1,1153
206,1,1158
207,1,1153
208,1,1159
209,1,1161
210,1,1158
211,1,1153
212,1,1153
213,1,1152
214,1,1153
215,1,1164
216,1,1160
217,1,1150
218,1,1154
219,1,1152
220,1,1154
221,1,1149
222,1,1163
223,1,1157
224,1,1153
225,1,1164
226,1,1157
227,1,1152
228,1,1157
229,1,1157
230,1,1156
231,1,1159
232,1,1154
233,1,1151
234,1,1154
235,1,1152
236,1,1155
237,1,1155
238,1,1152
239,1,1155
240,1,1176
241,1,1164
242,1,1151
243,1,1165
244,1,1156
245,1,1154
246,1,1156
247,1,1160
248,1,1150
249,1,1160
250,1,1162
251,1,1152
252,1,1171
253,1,1168
254,0,152
255,1,1155
256,1,1164
257,1,1158
258,1,1152
259,1,1152
260,1,1157
261,1,1157
262,1,1159
263,1,1152
264,1,1151
265,1,1156
266,1,1154
267,1,1161
268,1,1157
269,1,1156
270,1,1154
271,1,1157
272,1,1154
273,1,1152
274,1,1153
275,0,147
276,0,164
277,1,1150
278,1,1159
279,1,1157
280,1,1159
281,1,1153
282,1,1152
283,1,1153
284,1,1157
285,1,1151
286,1,1156
287,1,1162
288,1,1168
289,1,1155
290,1,1152
291,1,1153
292,1,1153
293,1,1160
294,1,1158
295,1,1148
296,1,1153
297,1,1159
298,1,1173
299,1,1168
300,1,1151
301,1,1158
302,0,152
303,1,1153
304,1,1159
305,1,1154
306,1,1158
307,1,1154
308,1,1152
309,1,1164
310,1,1159
311,1,1165
312,1,1159
313,1,1154
314,1,1152
315,1,1155
316,1,1152
317,1,1158
318,1,1154
319,1,1153
320,1,1154
321,1,1158
322,1,1151
323,1,1160
324,1,1154
325,1,1153
326,1,1159
327,1,1152
328,1,1156
329,1,1154
330,1,1151
331,1,1155
332,1,1156
333,1,1155
334,1,1150
335,1,1156
336,1,1152
337,1,1155
338,1,1153
339,1,1168
340,1,1159
341,1,1159
342,1,1155
343,1,1151
344,1,1163
345,1,1160
346,1,1154
347,1,1155
348,1,1158
349,1,1153
350,1,1170
351,1,1162
352,1,1149
353,1,1156
354,1,1163
355,1,1164
356,1,1162
357,1,1154
358,1,1155
359,1,1167
360,1,1153
361,1,1153
362,1,1153
363,1,1167
364,1,1155
365,0,144
366,1,1155
367,1,1154
368,1,1152
369,1,1152
370,1,1153
371,1,1157
372,1,1161
373,1,1157
374,1,1174
375,1,1156
376,1,1193
377,1,1154
378,1,1154
379,1,1159
380,1,1154
381,1,1162
382,1,1156
383,0,147
384,1,1157
385,1,1153
386,1,1159
387,1,1153
388,1,1151
389,1,1159
390,1,1155
391,1,1155
392,0,145
393,1,1153
394,1,1168
395,1,1153
396,1,1153
397,1,1160
398,1,1160
399,1,1155
400,1,1159
401,1,1156
402,1,1150
403,1,1164
404,1,1156
405,1,1162
406,1,1160
407,1,1156
408,1,1161
409,1,1151
410,1,1156
411,1,1157
412,1,1155
413,1,1162
414,1,1150
415,1,1161
416,1,1156
417,1,1157
418,1,1154
419,1,1153
420,1,1155
421,1,1161
422,1,1161
423,1,1152
424,1,1153
425,0,147
426,1,1151
427,1,1162
428,1,1153
429,1,1153
430,1,1152
431,1,1158
432,1,1166
433,1,1157
434,1,1155
435,1,1151
436,1,1160
437,1,1161
438,1,1158
439,1,1159
440,1,1161
441,1,1165
442,1,1160
443,1,1166
444,1,1157
445,1,1154
446,1,1157
447,1,1153
448,1,1157
449,1,1154
450,1,1152
451,1,1161
452,1,1155
453,1,1155
454,1,1159
455,1,1160
456,1,1160
457,1,1168
458,1,1154
459,1,1152
460,1,1155
461,1,1151
462,1,1157
463,1,1156
464,1,1159
465,1,1150
466,1,1157
467,1,1155
468,1,1154
469,1,1156
470,1,1162
471,1,1158
472,1,1152
473,1,1155
474,1,1155
475,1,1155
476,1,1157
477,1,1155
478,1,1156
479,1,1153
480,1,1158
481,1,1167
482,1,1156
483,1,1152
484,1,1160
485,1,1160
486,1,1150
487,1,1158
488,1,1160
489,1,1150
490,1,1157
491,1,1160
492,0,159
493,1,1156
494,1,1153
495,1,1152
496,1,1157
497,1,1154
498,1,1150
499,1,1157
500,0,158
