1,1,1155
2,1,1150
3,1,1154
4,1,1156
5,1,1162
6,1,1170
7,1,1158
8,1,1167
9,1,1155
10,1,1153
11,1,1156
12,1,1164
13,1,1155
14,1,1177
15,1,1155
16,1,1167
17,1,1161
18,1,1154
19,1,1157
20,0,3766
21,1,1181
22,1,1163
23,0,152
24,1,1166
25,1,1152
26,1,1154
27,1,1161
28,1,1176
29,1,1156
30,1,1161
31,1,1153
32,1,1156
33,1,1158
34,1,1153
35,1,1170
36,1,1149
37,1,1156
38,1,1153
39,1,1161
40,1,1163
41,1,1155
42,1,1151
43,1,1160
44,1,1150
45,1,1152
46,1,1153
47,1,1155
48,1,1160
49,1,1159
50,1,1160
51,1,1152
52,1,1166
53,1,1155
54,1,1156
55,1,1165
56,1,1149
57,1,1151
58,1,1157
59,1,1157
60,1,1153
61,1,1154
62,1,1152
63,1,1160
64,1,1152
65,0,150
66,0,148
67,1,1156
68,1,1152
69,1,1151
70,1,1157
71,1,1157
72,1,1173
73,1,1159
74,1,1167
75,1,1173
76,1,1159
77,1,1156
78,1,1173
79,1,1156
80,1,1158
81,1,1170
82,1,1164
83,1,1160
84,1,1156
85,1,1161
86,1,1157
87,1,1157
88,1,1156
89,1,1165
90,1,1154
91,1,1164
92,1,1151
93,1,1159
94,1,1155
95,1,1159
96,1,1157
97,1,1156
98,1,1161
99,1,1154
100,1,1152
101,1,1151
102,1,1159
103,1,1155
104,1,1158
105,1,1157
106,1,1159
107,1,1158
108,0,158
109,1,1157
110,1,1155
111,1,1164
112,1,1153
113,1,1163
114,0,146
115,1,1156
116,0,153
117,1,1155
118,1,1154
119,1,1157
120,1,1148
121,1,1159
122,1,1160
123,1,1160
124,1,1162
125,1,1150
126,1,1165
127,1,1153
128,1,1160
129,1,1154
130,1,1166
131,1,1167
132,1,1150
133,1,1169
134,1,1166
135,1,1154
136,1,1165
137,1,1150
138,1,1155
139,1,1161
140,1,1156
141,1,1152
142,1,1153
143,1,1155
144,1,1156
145,1,1174
146,1,1162
147,1,1156
148,1,1157
149,1,1156
150,1,1162
151,1,1153
152,1,1156
153,1,1156
154,1,1154
155,1,1151
156,1,1148
157,1,1149
158,1,1151
159,1,1157
160,1,1151
161,1,1154
162,1,1169
163,0,149
164,1,1150
165,1,1156
166,1,1153
